# Rejected / skipped decks log
# format: <reason> | url=<source_url> event=<event> placement=<placement>
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28502 event=NAIC 2026, New Orleans placement=368
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28503 event=NAIC 2026, New Orleans placement=369
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28506 event=NAIC 2026, New Orleans placement=373
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28058 event=NAIC 2026, New Orleans placement=375
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28508 event=NAIC 2026, New Orleans placement=376
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28509 event=NAIC 2026, New Orleans placement=377
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28512 event=NAIC 2026, New Orleans placement=380
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28513 event=NAIC 2026, New Orleans placement=381
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28514 event=NAIC 2026, New Orleans placement=382
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28517 event=NAIC 2026, New Orleans placement=385
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28519 event=NAIC 2026, New Orleans placement=388
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28520 event=NAIC 2026, New Orleans placement=389
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28521 event=NAIC 2026, New Orleans placement=390
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28522 event=NAIC 2026, New Orleans placement=391
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28065 event=NAIC 2026, New Orleans placement=392
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28523 event=NAIC 2026, New Orleans placement=393
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28524 event=NAIC 2026, New Orleans placement=394
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28525 event=NAIC 2026, New Orleans placement=397
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28526 event=NAIC 2026, New Orleans placement=398
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28527 event=NAIC 2026, New Orleans placement=399
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28528 event=NAIC 2026, New Orleans placement=400
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28530 event=NAIC 2026, New Orleans placement=402
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28531 event=NAIC 2026, New Orleans placement=403
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28532 event=NAIC 2026, New Orleans placement=404
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28533 event=NAIC 2026, New Orleans placement=406
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28535 event=NAIC 2026, New Orleans placement=408
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28536 event=NAIC 2026, New Orleans placement=409
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28538 event=NAIC 2026, New Orleans placement=411
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28539 event=NAIC 2026, New Orleans placement=412
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28540 event=NAIC 2026, New Orleans placement=413
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool | url=https://limitlesstcg.com/decks/list/28541 event=NAIC 2026, New Orleans placement=414
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28542 event=NAIC 2026, New Orleans placement=416
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28543 event=NAIC 2026, New Orleans placement=418
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28544 event=NAIC 2026, New Orleans placement=419
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27935 event=NAIC 2026, New Orleans placement=420
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28545 event=NAIC 2026, New Orleans placement=421
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28546 event=NAIC 2026, New Orleans placement=425
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28547 event=NAIC 2026, New Orleans placement=426
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28548 event=NAIC 2026, New Orleans placement=427
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28550 event=NAIC 2026, New Orleans placement=430
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/27609 event=NAIC 2026, New Orleans placement=433
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28552 event=NAIC 2026, New Orleans placement=434
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28557 event=NAIC 2026, New Orleans placement=447
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28558 event=NAIC 2026, New Orleans placement=452
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28559 event=NAIC 2026, New Orleans placement=453
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28560 event=NAIC 2026, New Orleans placement=454
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28564 event=NAIC 2026, New Orleans placement=462
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28565 event=NAIC 2026, New Orleans placement=463
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28566 event=NAIC 2026, New Orleans placement=464
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28567 event=NAIC 2026, New Orleans placement=465
invalid: unresolved: "Philippe" CRI 79 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27992 event=NAIC 2026, New Orleans placement=469
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28570 event=NAIC 2026, New Orleans placement=470
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "AZ's Tranquility" CRI 76 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28571 event=NAIC 2026, New Orleans placement=471
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28574 event=NAIC 2026, New Orleans placement=475
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28575 event=NAIC 2026, New Orleans placement=476
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28577 event=NAIC 2026, New Orleans placement=478
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28580 event=NAIC 2026, New Orleans placement=483
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28582 event=NAIC 2026, New Orleans placement=485
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28583 event=NAIC 2026, New Orleans placement=486
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28584 event=NAIC 2026, New Orleans placement=487
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28585 event=NAIC 2026, New Orleans placement=488
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28587 event=NAIC 2026, New Orleans placement=492
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28588 event=NAIC 2026, New Orleans placement=493
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28591 event=NAIC 2026, New Orleans placement=497
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28593 event=NAIC 2026, New Orleans placement=499
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28594 event=NAIC 2026, New Orleans placement=500
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28598 event=NAIC 2026, New Orleans placement=504
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28599 event=NAIC 2026, New Orleans placement=506
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28601 event=NAIC 2026, New Orleans placement=509
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28602 event=NAIC 2026, New Orleans placement=515
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28603 event=NAIC 2026, New Orleans placement=517
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28604 event=NAIC 2026, New Orleans placement=518
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28606 event=NAIC 2026, New Orleans placement=521
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28607 event=NAIC 2026, New Orleans placement=522
invalid: unresolved: "Philippe" CRI 79 not in pool; unresolved: "Special Red Card" CRI 82 not in pool; unresolved: "Prism Tower" CRI 80 not in pool | url=https://limitlesstcg.com/decks/list/28608 event=NAIC 2026, New Orleans placement=523
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28609 event=NAIC 2026, New Orleans placement=524
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28610 event=NAIC 2026, New Orleans placement=525
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28612 event=NAIC 2026, New Orleans placement=527
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28613 event=NAIC 2026, New Orleans placement=529
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28614 event=NAIC 2026, New Orleans placement=530
invalid: unresolved: "AZ's Tranquility" CRI 76 not in pool | url=https://limitlesstcg.com/decks/list/28616 event=NAIC 2026, New Orleans placement=532
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28617 event=NAIC 2026, New Orleans placement=533
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28618 event=NAIC 2026, New Orleans placement=534
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28620 event=NAIC 2026, New Orleans placement=536
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28621 event=NAIC 2026, New Orleans placement=537
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28622 event=NAIC 2026, New Orleans placement=539
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28623 event=NAIC 2026, New Orleans placement=541
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28624 event=NAIC 2026, New Orleans placement=543
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28625 event=NAIC 2026, New Orleans placement=545
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28626 event=NAIC 2026, New Orleans placement=546
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28627 event=NAIC 2026, New Orleans placement=548
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28628 event=NAIC 2026, New Orleans placement=549
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28630 event=NAIC 2026, New Orleans placement=553
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28631 event=NAIC 2026, New Orleans placement=555
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28633 event=NAIC 2026, New Orleans placement=557
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28634 event=NAIC 2026, New Orleans placement=558
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28635 event=NAIC 2026, New Orleans placement=561
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool | url=https://limitlesstcg.com/decks/list/28636 event=NAIC 2026, New Orleans placement=564
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28638 event=NAIC 2026, New Orleans placement=566
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28639 event=NAIC 2026, New Orleans placement=569
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28641 event=NAIC 2026, New Orleans placement=571
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28642 event=NAIC 2026, New Orleans placement=572
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28643 event=NAIC 2026, New Orleans placement=573
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28646 event=NAIC 2026, New Orleans placement=576
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28647 event=NAIC 2026, New Orleans placement=578
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28650 event=NAIC 2026, New Orleans placement=582
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27586 event=NAIC 2026, New Orleans placement=584
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28651 event=NAIC 2026, New Orleans placement=585
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28652 event=NAIC 2026, New Orleans placement=586
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28653 event=NAIC 2026, New Orleans placement=587
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28654 event=NAIC 2026, New Orleans placement=590
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28655 event=NAIC 2026, New Orleans placement=591
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28656 event=NAIC 2026, New Orleans placement=592
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28658 event=NAIC 2026, New Orleans placement=594
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28662 event=NAIC 2026, New Orleans placement=601
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28663 event=NAIC 2026, New Orleans placement=603
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28665 event=NAIC 2026, New Orleans placement=606
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28666 event=NAIC 2026, New Orleans placement=607
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27938 event=NAIC 2026, New Orleans placement=608
invalid: unresolved: "Prism Tower" CRI 80 not in pool | url=https://limitlesstcg.com/decks/list/28667 event=NAIC 2026, New Orleans placement=609
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28668 event=NAIC 2026, New Orleans placement=611
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28669 event=NAIC 2026, New Orleans placement=612
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28670 event=NAIC 2026, New Orleans placement=613
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28133 event=NAIC 2026, New Orleans placement=615
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28672 event=NAIC 2026, New Orleans placement=616
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28674 event=NAIC 2026, New Orleans placement=618
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28676 event=NAIC 2026, New Orleans placement=620
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28677 event=NAIC 2026, New Orleans placement=622
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28679 event=NAIC 2026, New Orleans placement=625
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28680 event=NAIC 2026, New Orleans placement=626
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28684 event=NAIC 2026, New Orleans placement=630
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28685 event=NAIC 2026, New Orleans placement=631
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool | url=https://limitlesstcg.com/decks/list/28686 event=NAIC 2026, New Orleans placement=632
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28687 event=NAIC 2026, New Orleans placement=633
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28689 event=NAIC 2026, New Orleans placement=635
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28690 event=NAIC 2026, New Orleans placement=636
invalid: unresolved: "Special Red Card" CRI 82 not in pool; unresolved: "Prism Tower" CRI 80 not in pool | url=https://limitlesstcg.com/decks/list/28691 event=NAIC 2026, New Orleans placement=637
invalid: unresolved: "AZ's Tranquility" CRI 76 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28692 event=NAIC 2026, New Orleans placement=638
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "AZ's Tranquility" CRI 76 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28693 event=NAIC 2026, New Orleans placement=639
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27989 event=NAIC 2026, New Orleans placement=640
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28694 event=NAIC 2026, New Orleans placement=641
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28695 event=NAIC 2026, New Orleans placement=643
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool | url=https://limitlesstcg.com/decks/list/28696 event=NAIC 2026, New Orleans placement=644
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28700 event=NAIC 2026, New Orleans placement=648
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28701 event=NAIC 2026, New Orleans placement=649
invalid: unresolved: "Deoxys" CRI 33 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28703 event=NAIC 2026, New Orleans placement=653
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28704 event=NAIC 2026, New Orleans placement=654
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28706 event=NAIC 2026, New Orleans placement=658
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28707 event=NAIC 2026, New Orleans placement=659
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28708 event=NAIC 2026, New Orleans placement=661
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28710 event=NAIC 2026, New Orleans placement=663
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28711 event=NAIC 2026, New Orleans placement=664
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28712 event=NAIC 2026, New Orleans placement=665
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28713 event=NAIC 2026, New Orleans placement=666
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28715 event=NAIC 2026, New Orleans placement=668
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28716 event=NAIC 2026, New Orleans placement=670
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28719 event=NAIC 2026, New Orleans placement=675
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27928 event=Special Event Turin placement=3
invalid: unresolved: "Prism Tower" CRI 80 not in pool | url=https://limitlesstcg.com/decks/list/27921 event=Special Event Turin placement=5
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27929 event=Special Event Turin placement=6
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27930 event=Special Event Turin placement=7
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27931 event=Special Event Turin placement=8
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27932 event=Special Event Turin placement=9
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27933 event=Special Event Turin placement=10
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27934 event=Special Event Turin placement=11
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27936 event=Special Event Turin placement=13
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27937 event=Special Event Turin placement=14
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27942 event=Special Event Turin placement=20
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27945 event=Special Event Turin placement=24
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27947 event=Special Event Turin placement=26
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27949 event=Special Event Turin placement=28
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27951 event=Special Event Turin placement=30
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27954 event=Special Event Turin placement=35
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27955 event=Special Event Turin placement=37
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27957 event=Special Event Turin placement=41
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27959 event=Special Event Turin placement=43
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27962 event=Special Event Turin placement=46
invalid: unresolved: "AZ's Tranquility" CRI 76 not in pool; unresolved: "Pokémon Center Lady" MEG 123 not in pool; unresolved: "Bubbly Water Energy" CRI 84 not in pool | url=https://limitlesstcg.com/decks/list/27963 event=Special Event Turin placement=47
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27964 event=Special Event Turin placement=49
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27966 event=Special Event Turin placement=51
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27967 event=Special Event Turin placement=52
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27968 event=Special Event Turin placement=54
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27970 event=Special Event Turin placement=56
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27972 event=Special Event Turin placement=58
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27974 event=Special Event Turin placement=60
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27975 event=Special Event Turin placement=61
